State,AreaName,All_Poverty,M_Poverty,F_Poverty,FIPS,Med_Income,M_With,M_Without,F_With,F_Without,All_With,All_Without,Incidence_Rate,Avg_Ann_Incidence,RecentTrend,Mortality_Rate,Avg_Ann_Deaths,POPESTIMATE2015,Rising,Falling
MO,"Pike County, Missouri",2482,1017,1465,29163,41750,6882,1238,7243,908,14125,2146,94.3,22,stable,57,13,18348,0,0
MO,"Platte County, Missouri",7106,2824,4282,29165,68254,41729,3706,43224,3804,84953,7510,59.8,56,stable,44.2,40,96096,0,0
MO,"Polk County, Missouri",5515,2420,3095,29167,41130,13045,1922,13745,1993,26790,3915,66,26,stable,54,21,31229,0,0
MO,"Pulaski County, Missouri",5781,2598,3183,29169,47931,16880,2934,17970,2288,34850,5222,103.4,35,stable,67.9,23,53221,0,0
MO,"Putnam County, Missouri",926,444,482,29171,36346,2057,382,2040,363,4097,745,92.9,7,stable,63.3,5,4858,0,0
MO,"Ralls County, Missouri",1254,511,743,29173,47345,4421,700,4473,595,8894,1295,67,9,stable,65.7,9,10196,0,0
MO,"Randolph County, Missouri",4395,1944,2451,29175,37832,9737,1641,10388,1432,20125,3073,84.8,25,stable,62.8,18,25104,0,0
MO,"Ray County, Missouri",3598,1755,1843,29177,52526,10234,1135,10395,986,20629,2121,92.8,27,stable,77.3,22,22810,0,0
MO,"Reynolds County, Missouri",1361,658,703,29179,35648,2900,383,2725,436,5625,819,68.4,7,stable,59.6,6,6432,0,0
MO,"Ripley County, Missouri",3167,1376,1791,29181,32444,5641,1250,5926,1100,11567,2350,95,20,stable,82,17,13802,0,0
MO,"St. Charles County, Missouri",23022,10046,12976,29183,72415,170019,13371,177309,12345,347328,25716,73.7,264,stable,50,176,385590,0,0
MO,"St. Clair County, Missouri",2156,1042,1114,29185,32046,3806,881,3809,792,7615,1673,73.6,13,falling,66.6,12,9440,0,1
MO,"Ste. Genevieve County, Missouri",2540,925,1615,29186,47014,8552,418,8046,767,16598,1185,53.6,13,stable,62.5,15,17919,0,0
MO,"St. Francois County, Missouri",11138,4933,6205,29187,39741,24374,4136,26292,3638,50666,7774,106.8,82,stable,76.7,59,66520,0,0
MO,"St. Louis County, Missouri",106821,44437,62384,29189,59755,423435,45306,477858,42847,901293,88153,69,854,stable,45.9,574,1003362,0,0
MO,"Saline County, Missouri",3808,1786,2022,29195,40101,10359,1083,10451,987,20810,2070,74.3,22,stable,52.1,16,23258,0,0
MO,"Schuyler County, Missouri",914,407,507,29197,37500,1662,454,1855,372,3517,826,64.2,4,stable,70,4,4436,0,0
MO,"Scotland County, Missouri",730,279,451,29199,39772,1613,778,1806,581,3419,1359,58,4,stable,53.8,4,4854,0,0
MO,"Scott County, Missouri",7492,3283,4209,29201,39162,16351,2471,17253,2522,33604,4993,99,49,stable,73.8,36,39008,0,0
MO,"Shannon County, Missouri",1938,808,1130,29203,32404,3358,716,3501,678,6859,1394,70.3,9,stable,57.8,7,8258,0,0
MO,"Shelby County, Missouri",1092,466,626,29205,39087,2474,497,2554,447,5028,944,71.9,7,stable,39.6,3,6128,0,0
MO,"Stoddard County, Missouri",4583,1898,2685,29207,38203,12035,2363,12921,2117,24956,4480,93.4,39,stable,71.2,30,29862,0,0
MO,"Stone County, Missouri",5147,2154,2993,29209,40510,12806,2449,13343,2523,26149,4972,66.5,39,stable,50,28,30943,0,0
MO,"Sullivan County, Missouri",1066,407,659,29211,40197,2783,488,2689,495,5472,983,88.6,8,stable,54.6,5,6353,0,0
MO,"Taney County, Missouri",9825,4609,5216,29213,38357,20078,5674,21802,5549,41880,11223,80.6,58,stable,52.4,38,54592,0,0
MO,"Texas County, Missouri",5214,2506,2708,29215,35088,9999,1996,10373,1902,20372,3898,71,26,stable,56.1,21,25690,0,0
MO,"Vernon County, Missouri",3764,1645,2119,29217,40693,7993,1875,8945,1590,16938,3465,75.9,21,rising,61.9,17,20826,1,0
MO,"Warren County, Missouri",4507,2131,2376,29219,51133,14369,2102,14662,1732,29031,3834,76,30,stable,56.9,22,33513,0,0
MO,"Washington County, Missouri",5030,2223,2807,29221,35305,10110,1857,10145,1849,20255,3706,93,28,stable,81.1,24,24788,0,0
MO,"Wayne County, Missouri",2960,1342,1618,29223,33750,5477,1115,5609,1054,11086,2169,114.9,25,stable,87.9,19,13405,0,0
MO,"Webster County, Missouri",6733,3198,3535,29225,44451,14141,3790,14511,3378,28652,7168,73.9,30,stable,49,19,37483,0,0
MO,"Wright County, Missouri",4594,2173,2421,29229,29778,7116,1859,7620,1657,14736,3516,83.4,21,falling,69.4,18,18268,0,1
MO,"St. Louis city, Missouri",83416,37160,46256,29510,35599,122966,27480,138200,24440,261166,51920,88.9,275,stable,66.2,204,315685,0,0
MS,"Adams County, Mississippi",8898,3858,5040,28001,28869,10865,3146,13122,2483,23987,5629,69,29,stable,60.6,26,31254,0,0
MS,"Alcorn County, Mississippi",7752,3445,4307,28003,36163,14442,3433,16119,2794,30561,6227,75.7,37,stable,59.9,29,37388,0,0
MS,"Amite County, Mississippi",2852,1314,1538,28005,30704,5265,1026,5465,971,10730,1997,56.9,11,stable,51.1,10,12574,0,0
MS,"Attala County, Mississippi",4908,1796,3112,28007,32886,7498,1341,8869,1160,16367,2501,62.5,17,stable,57.3,15,19043,0,0
MS,"Benton County, Mississippi",1764,886,878,28009,33141,3398,676,3619,696,7017,1372,61.8,7,stable,46.1,5,8182,0,0
MS,"Bolivar County, Mississippi",11900,5142,6758,28011,27585,11911,3314,15085,2666,26996,5980,76.2,27,stable,66.2,23,33322,0,0
MS,"Calhoun County, Mississippi",3763,1682,2081,28013,31098,5841,1212,6498,1086,12339,2298,88.1,17,stable,75.9,15,14717,0,0
MS,"Carroll County, Mississippi",2086,839,1247,28015,37289,4276,770,4524,580,8800,1350,72.3,11,stable,60.1,9,10243,0,0
MS,"Chickasaw County, Mississippi",4493,1854,2639,28017,30926,6650,1511,7634,1291,14284,2802,78.4,16,falling,63.7,13,17328,0,1
MS,"Choctaw County, Mississippi",2147,862,1285,28019,30692,3352,659,3784,459,7136,1118,44.4,5,stable,42.1,5,8299,0,0
MS,"Claiborne County, Mississippi",3685,1830,1855,28021,23259,3398,910,4110,858,7508,1768,93.3,10,stable,53.9,6,9150,0,0
MS,"Clarke County, Mississippi",3460,1429,2031,28023,35993,6669,1016,7430,1191,14099,2207,75,17,stable,67.3,15,16006,0,0
MS,"Clay County, Mississippi",5302,2240,3062,28025,31669,7804,1453,9273,1464,17077,2917,78.5,20,stable,60.8,15,20048,0,0
MS,"Coahoma County, Mississippi",8420,3418,5002,28027,28851,9445,2065,11366,2085,20811,4150,76.3,21,stable,61.8,17,24620,0,0
MS,"Copiah County, Mississippi",7629,3440,4189,28029,35130,10959,2943,12458,2411,23417,5354,86.2,30,stable,59.5,20,28773,0,0
MS,"Covington County, Mississippi",5162,2139,3023,28031,31631,7549,1596,8578,1499,16127,3095,78,19,stable,44.8,11,19543,0,0
MS,"DeSoto County, Mississippi",16338,6777,9561,28033,58278,70131,11179,75876,10577,146007,21756,78.4,118,stable,58.5,85,173323,0,0
MS,"Forrest County, Mississippi",20179,9239,10940,28035,36416,28939,6894,33998,5750,62937,12644,84.2,61,stable,63.6,46,75944,0,0
MS,"Franklin County, Mississippi",1464,703,761,28037,38170,3170,621,3314,672,6484,1293,49.9,5,stable,35.2,4,7743,0,0
MS,"George County, Mississippi",4154,1784,2370,28039,44258,9247,1973,9214,2200,18461,4173,74.7,19,stable,76.9,18,23373,0,0
MS,"Greene County, Mississippi",1566,553,1013,28041,40176,4221,945,4659,995,8880,1940,46.1,7,stable,45.9,7,13522,0,0
MS,"Grenada County, Mississippi",4733,2254,2479,28043,31779,8671,1336,9911,1348,18582,2684,93.4,25,stable,74.2,20,21578,0,0
MS,"Hancock County, Mississippi",9807,4704,5103,28045,43355,17172,5111,18887,4307,36059,9418,72.8,41,stable,49.8,28,46420,0,0
MS,"Harrison County, Mississippi",39569,17498,22071,28047,41722,72667,18692,79448,17720,152115,36412,89.5,179,stable,67.5,132,201410,0,0
MS,"Hinds County, Mississippi",61498,26487,35011,28049,37324,92795,20840,110849,18840,203644,39680,75.4,178,stable,46.4,110,242891,0,0
MS,"Holmes County, Mississippi",7860,3472,4388,28051,20732,7016,1885,8096,1636,15112,3521,95,19,stable,62.2,13,18340,0,0
MS,"Humphreys County, Mississippi",3508,1539,1969,28053,23216,3399,831,3738,929,7137,1760,72.3,7,stable,54.9,5,8669,0,0
MS,"Itawamba County, Mississippi",4207,2133,2074,28057,35004,9983,1592,10393,1248,20376,2840,95.6,28,stable,68.9,20,23609,0,0
MS,"Jackson County, Mississippi",21400,9488,11912,28059,48406,56066,12275,59214,11759,115280,24034,75.8,116,falling,61.3,92,141425,0,1
MS,"Jasper County, Mississippi",3944,1645,2299,28061,31578,6799,1160,7498,1015,14297,2175,78.7,18,stable,52,12,16569,0,0
MS,"Jefferson County, Mississippi",3490,1504,1986,28063,20743,2776,509,3353,521,6129,1030,77.7,7,stable,59.7,5,7507,0,0
MS,"Jefferson Davis County, Mississippi",4028,1624,2404,28065,26279,4525,1117,4954,1234,9479,2351,68.6,12,stable,55,9,11665,0,0
MS,"Jones County, Mississippi",15197,6073,9124,28067,37143,28118,4544,29379,5481,57497,10025,62.9,50,stable,56,45,68215,0,0
MS,"Kemper County, Mississippi",2841,1127,1714,28069,30056,3883,763,4280,741,8163,1504,57,8,stable,48.3,7,9969,0,0
MS,"Lafayette County, Mississippi",11903,5486,6417,28071,44643,21278,3156,23650,2499,44928,5655,63.6,28,stable,50.6,21,53154,0,0
MS,"Lamar County, Mississippi",9748,4503,5245,28073,52035,23481,4500,25482,4475,48963,8975,62.7,33,stable,41.7,21,60618,0,0
MS,"Lauderdale County, Mississippi",17325,6745,10580,28075,38132,30735,5094,34787,5848,65522,10942,70.4,65,stable,53,49,78524,0,0
MS,"Lawrence County, Mississippi",2769,1275,1494,28077,35634,5157,1011,5309,1096,10466,2107,106,17,stable,76,12,12622,0,0
MS,"Leake County, Mississippi",6034,2548,3486,28079,33452,8559,2216,9134,2293,17693,4509,75,20,stable,73.6,19,22763,0,0
MS,"Lee County, Mississippi",15327,6413,8914,28081,42784,34316,5627,38624,5447,72940,11074,91.3,83,stable,84.5,77,85300,0,0
MS,"Leflore County, Mississippi",12558,5473,7085,28083,24233,11343,3248,13590,2675,24933,5923,82.3,26,stable,67.7,22,30999,0,0
MS,"Lincoln County, Mississippi",9091,3751,5340,28085,36473,13904,2489,14956,2823,28860,5312,68.5,28,stable,51.8,21,34649,0,0
MS,"Lowndes County, Mississippi",13675,5540,8135,28087,40239,22830,4314,25998,4761,48828,9075,70.2,45,stable,56.4,37,59710,0,0
MS,"Madison County, Mississippi",13287,5430,7857,28089,64376,42518,4619,47943,3948,90461,8567,70.9,64,stable,87.4,78,103465,0,0
MS,"Marion County, Mississippi",7156,3313,3843,28091,30668,10094,2173,10761,2325,20855,4498,81.8,27,falling,63.7,21,25563,0,1
MS,"Marshall County, Mississippi",6513,2947,3566,28093,37419,13625,3139,15270,3070,28895,6209,80.6,34,stable,70.1,29,35916,0,0
MS,"Monroe County, Mississippi",7123,2940,4183,28095,36783,14672,2389,16099,2600,30771,4989,81.6,38,stable,57.1,26,35827,0,0
MS,"Montgomery County, Mississippi",3058,1215,1843,28097,30146,4323,547,4879,598,9202,1145,65.6,10,stable,57,8,10152,0,0
MS,"Neshoba County, Mississippi",6957,3071,3886,28099,35645,11396,2592,12623,2524,24019,5116,59.2,19,stable,58.3,19,29463,0,0
MS,"Newton County, Mississippi",4737,1955,2782,28101,37045,8499,1583,9843,1548,18342,3131,68.2,18,stable,54.5,14,21747,0,0
MS,"Noxubee County, Mississippi",3953,1771,2182,28103,26677,4081,1140,4761,964,8842,2104,57.8,8,stable,52.2,7,11043,0,0
MS,"Oktibbeha County, Mississippi",14780,7021,7759,28105,32485,21214,3109,21499,2799,42713,5908,51.9,20,stable,42.9,16,49800,0,0
MS,"Panola County, Mississippi",7793,3400,4393,28107,36555,13551,2876,15501,2246,29052,5122,75.2,29,stable,73.8,28,34167,0,0
MS,"Pearl River County, Mississippi",11590,4999,6591,28109,40976,21467,5306,22456,5103,43923,10409,89,60,stable,70,47,55191,0,0
MS,"Perry County, Mississippi",2287,865,1422,28111,34045,4383,1495,5138,1067,9521,2562,81.6,12,stable,58.6,8,12277,0,0
MS,"Pike County, Mississippi",11334,4633,6701,28113,31677,15503,3132,17909,2925,33412,6057,78.4,38,stable,63.1,30,39956,0,0
MS,"Pontotoc County, Mississippi",4903,2537,2366,28115,40645,11979,3300,12552,2433,24531,5733,80.5,27,stable,60.4,20,30908,0,0
MS,"Prentiss County, Mississippi",5112,2431,2681,28117,32945,10214,2063,11030,1784,21244,3847,82.4,26,stable,78.2,24,25459,0,0
MS,"Quitman County, Mississippi",2982,1280,1702,28119,24583,2771,848,3192,776,5963,1624,75.1,7,stable,66.1,6,7486,0,0
MS,"Rankin County, Mississippi",14067,5528,8539,28121,58801,58718,8313,66576,7485,125294,15798,76.4,111,stable,46.9,67,149039,0,0
MS,"Scott County, Mississippi",7743,3362,4381,28123,32935,10538,2999,11649,2843,22187,5842,87.3,27,stable,64.3,19,28265,0,0
MS,"Sharkey County, Mississippi",1380,607,773,28125,30525,1542,565,2224,376,3766,941,55.8,3,stable,62.4,4,4585,0,0
MS,"Simpson County, Mississippi",6985,3372,3613,28127,35375,10553,2396,11369,2450,21922,4846,85.9,28,stable,60.5,20,27222,0,0
MS,"Smith County, Mississippi",3813,1606,2207,28129,32951,6684,1116,7253,1117,13937,2233,61.9,13,stable,65.8,14,16059,0,0
MS,"Stone County, Mississippi",3103,1626,1477,28131,45025,7048,1645,7318,1406,14366,3051,82.2,16,falling,71.8,13,18070,0,1
MS,"Sunflower County, Mississippi",8458,3444,5014,28133,27384,8412,2549,10925,2264,19337,4813,65,18,stable,59.8,17,27005,0,0
MS,"Tallahatchie County, Mississippi",2609,881,1728,28135,29731,3552,962,5273,726,8825,1688,81.1,13,stable,67.1,11,14588,0,0
MS,"Tate County, Mississippi",4656,2196,2460,28137,42880,11062,2487,12572,1817,23634,4304,87.8,27,stable,69.3,22,28296,0,0
MS,"Tippah County, Mississippi",5311,2352,2959,28139,35609,9246,1568,9666,1471,18912,3039,71.8,19,stable,52.8,14,22131,0,0
MS,"Tishomingo County, Mississippi",3146,1342,1804,28141,35143,7612,1654,8535,1478,16147,3132,78.4,22,stable,56.2,16,19552,0,0
MS,"Tunica County, Mississippi",2824,999,1825,28143,31211,3816,1036,4686,817,8502,1853,84.2,8,stable,56.6,5,10343,0,0
MS,"Union County, Mississippi",6170,2262,3908,28145,35865,10912,2427,11947,2257,22859,4684,72.4,23,stable,51.6,17,28429,0,0
MS,"Walthall County, Mississippi",4199,1956,2243,28147,31384,6014,1282,5852,1690,11866,2972,50.8,10,stable,57.4,11,14638,0,0
MS,"Warren County, Mississippi",10768,4265,6503,28149,41121,18641,3958,21323,3671,39964,7629,73.7,41,stable,56.8,31,47485,0,0
MS,"Washington County, Mississippi",17586,7493,10093,28151,29144,18157,4827,20778,5284,38935,10111,75.8,42,rising,63,34,48130,1,0
MS,"Wayne County, Mississippi",5509,2334,3175,28153,32557,8352,1605,8995,1494,17347,3099,61.2,15,stable,55.6,14,20566,0,0
MS,"Webster County, Mississippi",2243,977,1266,28155,34448,3951,922,4467,573,8418,1495,90.6,12,stable,76.6,10,9899,0,0
MS,"Wilkinson County, Mississippi",2687,1182,1505,28157,29931,3268,709,3551,812,6819,1521,60.5,7,stable,46.7,5,9122,0,0
MS,"Winston County, Mississippi",5389,2222,3167,28159,33202,7620,1061,8191,1373,15811,2434,83.9,21,stable,58.1,15,18317,0,0
MS,"Yalobusha County, Mississippi",2472,1069,1403,28161,36502,5011,965,5613,608,10624,1573,114.7,20,stable,78.4,14,12447,0,0
MS,"Yazoo County, Mississippi",8017,3652,4365,28163,28961,9419,2631,10493,1724,19912,4355,95.3,27,stable,59.6,17,27387,0,0
MT,"Beaverhead County, Montana",1446,604,842,30001,41512,4070,562,4035,490,8105,1052,52,7,stable,28.3,4,9300,0,0
MT,"Carbon County, Montana",1137,505,632,30009,49767,4396,704,4453,647,8849,1351,35.8,6,stable,21.3,4,10408,0,0
MT,"Cascade County, Montana",12212,5336,6876,30013,45205,32558,5433,35087,5132,67645,10565,66.6,68,stable,50.3,51,82278,0,0
MT,"Custer County, Montana",1298,566,732,30017,48750,5149,672,5260,625,10409,1297,70.8,11,stable,48.9,9,12135,0,0
MT,"Dawson County, Montana",1210,741,469,30021,52738,4065,605,3919,437,7984,1042,84.6,11,stable,49.4,6,9625,0,0
MT,"Deer Lodge County, Montana",1499,739,760,30023,39399,3834,745,3656,487,7490,1232,59.5,9,stable,53.1,8,9139,0,0
MT,"Fergus County, Montana",1287,592,695,30027,40881,4763,888,4876,721,9639,1609,58.5,12,stable,50.5,10,11427,0,0
MT,"Flathead County, Montana",12307,5818,6489,30029,47851,38210,8056,39283,7180,77493,15236,58.4,65,stable,33.4,38,96165,0,0
MT,"Gallatin County, Montana",12125,6297,5828,30031,55553,42674,6272,41109,4917,83783,11189,37.1,29,falling,27.8,21,100739,0,1
MT,"Glacier County, Montana",4447,1962,2485,30035,29640,4047,2542,4625,2325,8672,4867,92.4,11,stable,62.5,7,13647,0,0
MT,"Hill County, Montana",3400,1581,1819,30041,44633,7002,1317,6551,1519,13553,2836,64.4,11,stable,33.2,6,16572,0,0
MT,"Jefferson County, Montana",1068,531,537,30043,60842,5373,511,4850,599,10223,1110,71.9,11,stable,50.1,7,11645,0,0
MT,"Lake County, Montana",6509,3171,3338,30047,38732,10614,3612,11416,3344,22030,6956,52.6,21,stable,37.4,15,29457,0,0
MT,"Lewis and Clark County, Montana",7803,3651,4152,30049,56197,28620,3455,29722,2920,58342,6375,65.2,49,stable,45.4,34,66418,0,0
MT,"Lincoln County, Montana",3554,1627,1927,30053,35275,7780,1879,7663,1845,15443,3724,71.4,24,stable,56.8,18,19052,0,0
MT,"Madison County, Montana",820,408,412,30057,46250,3376,685,3131,515,6507,1200,44.9,6,stable,31.3,4,7915,0,0
MT,"Mineral County, Montana",721,331,390,30061,36031,1591,509,1767,319,3358,828,66.4,5,stable,56.9,4,4251,0,0
MT,"Missoula County, Montana",17414,8279,9135,30063,46164,46957,8965,48368,7019,95325,15984,56.9,61,stable,42,45,114181,0,0
MT,"Musselshell County, Montana",774,324,450,30065,39517,2075,297,2021,363,4096,660,82,6,stable,66.6,5,4582,0,0
MT,"Park County, Montana",1918,828,1090,30067,43932,6335,1508,6846,929,13181,2437,42.8,9,stable,22.8,5,15972,0,0
MT,"Phillips County, Montana",651,274,377,30071,36071,1612,466,1678,371,3290,837,53.2,4,stable,54.2,4,4169,0,0
MT,"Pondera County, Montana",1283,676,607,30073,42264,2449,589,2625,471,5074,1060,66.3,6,stable,40.4,3,6184,0,0
MT,"Powell County, Montana",735,319,416,30077,40000,2370,414,2215,372,4585,786,85.3,8,stable,44,4,6840,0,0
MT,"Ravalli County, Montana",7308,3338,3970,30081,39480,16273,3831,17080,3386,33353,7217,48.9,31,stable,33,21,41373,0,0
MT,"Richland County, Montana",1264,547,717,30083,65084,4632,1067,4405,1028,9037,2095,78.6,10,stable,43.1,5,11960,0,0
MT,"Roosevelt County, Montana",3007,1383,1624,30085,32974,3768,1672,4041,1373,7809,3045,64.2,6,stable,33.7,3,11476,0,0
MT,"Rosebud County, Montana",1893,826,1067,30087,51159,3493,1025,3560,1191,7053,2216,56.8,5,stable,39.5,3,9398,0,0
MT,"Sanders County, Montana",2497,1104,1393,30089,32257,4653,1092,4124,1341,8777,2433,62.1,13,stable,45.4,9,11336,0,0
MT,"Sheridan County, Montana",373,165,208,30091,50664,1621,193,1650,112,3271,305,68,5,stable,59.7,4,3687,0,0
MT,"Silver Bow County, Montana",6771,3228,3543,30093,37749,14473,2808,14162,2516,28635,5324,56,25,stable,44,20,34622,0,0
MT,"Stillwater County, Montana",721,312,409,30095,58259,4172,507,4038,512,8210,1019,49.2,7,stable,29.7,4,9486,0,0
MT,"Sweet Grass County, Montana",458,203,255,30097,50588,1534,226,1665,177,3199,403,70.2,4,stable,59.3,4,3634,0,0
MT,"Teton County, Montana",723,348,375,30099,46360,2544,442,2580,439,5124,881,60.8,6,stable,55.7,5,6104,0,0
MT,"Toole County, Montana",866,341,525,30101,44804,1838,518,1732,454,3570,972,77.5,5,stable,48.7,3,5087,0,0
MT,"Yellowstone County, Montana",17250,7477,9773,30111,52802,63566,10886,66659,10258,130225,21144,60.9,105,stable,45,79,157048,0,0
NC,"Alamance County, North Carolina",29042,13130,15912,37001,41814,61793,11848,68721,11831,130514,23679,71.3,131,stable,51.8,95,158276,0,0
NC,"Alexander County, North Carolina",6191,3003,3188,37003,39365,15713,2301,16031,1981,31744,4282,75.7,36,stable,51.1,24,37325,0,0
NC,"Alleghany County, North Carolina",1986,852,1134,37005,36968,4369,1002,4481,931,8850,1933,62.4,12,stable,59.3,11,10837,0,0
NC,"Anson County, North Carolina",5865,2550,3315,37007,33228,9707,2339,10387,1918,20094,4257,80.5,26,stable,56.3,18,25759,0,0
NC,"Ashe County, North Carolina",5510,2737,2773,37009,36267,10685,2605,11580,1983,22265,4588,70.1,30,stable,52.1,22,27020,0,0
NC,"Avery County, North Carolina",2350,1240,1110,37011,37777,6224,1573,6565,1376,12789,2949,65.5,17,stable,49,13,17689,0,0
NC,"Beaufort County, North Carolina",8660,3746,4914,37013,40391,19022,3482,21646,3048,40668,6530,83.5,58,stable,59.1,41,47651,0,0
NC,"Bertie County, North Carolina",4304,2038,2266,37015,30027,7722,1578,8666,1315,16388,2893,69.7,20,stable,49.4,14,20199,0,0
NC,"Bladen County, North Carolina",9342,4175,5167,37017,30096,13489,2722,15516,2571,29005,5293,64.1,30,stable,51.1,25,34318,0,0
NC,"Brunswick County, North Carolina",18725,8143,10582,37019,46859,46541,9270,51200,7963,97741,17233,69.8,127,stable,56.8,101,122765,0,0
NC,"Buncombe County, North Carolina",38256,17640,20616,37021,45167,97521,19497,109819,16677,207340,36174,66.2,211,stable,47,150,253178,0,0
NC,"Burke County, North Carolina",17277,7762,9515,37023,39360,35628,7025,38742,5727,74370,12752,83.1,100,stable,61,73,88842,0,0
NC,"Cabarrus County, North Carolina",23384,10512,12872,37025,54720,78787,12302,84177,11749,162964,24051,76.9,135,stable,53.1,92,196762,0,0
NC,"Caldwell County, North Carolina",15765,6956,8809,37027,35763,32631,6954,35162,6149,67793,13103,82.9,89,falling,69.1,73,81287,0,1
NC,"Camden County, North Carolina",803,370,433,37029,58780,4459,488,4608,432,9067,920,41.1,5,stable,25.4,3,10309,0,0
NC,"Carteret County, North Carolina",10056,4547,5509,37031,48457,26963,5127,29397,4961,56360,10088,76.1,77,stable,62.9,63,68879,0,0
NC,"Caswell County, North Carolina",4634,2029,2605,37033,37869,9255,1611,9896,1485,19151,3096,70.4,22,rising,50.2,16,22941,1,0
NC,"Catawba County, North Carolina",23629,10699,12930,37035,44376,63444,11588,68560,9556,132004,21144,68.8,126,stable,54,99,155056,0,0
NC,"Chatham County, North Carolina",9041,4550,4491,37037,56642,27262,5354,30028,4042,57290,9396,53,52,stable,38.5,39,70928,0,0
NC,"Cherokee County, North Carolina",5319,2403,2916,37039,34662,10488,2637,11249,2436,21737,5073,79.1,39,stable,57.2,28,27178,0,0
NC,"Chowan County, North Carolina",3832,1747,2085,37041,38759,5740,1163,6529,956,12269,2119,66.1,15,stable,59.2,14,14394,0,0
NC,"Clay County, North Carolina",2235,1007,1228,37043,37076,4078,994,4521,1002,8599,1996,69.3,14,stable,50.3,10,10703,0,0
NC,"Cleveland County, North Carolina",19156,8012,11144,37045,39453,38871,7516,43812,6666,82683,14182,72.3,90,stable,59.2,73,96879,0,0
NC,"Columbus County, North Carolina",12768,5572,7196,37047,34949,20690,5109,24204,4529,44894,9638,82.6,61,stable,63.6,46,56694,0,0
NC,"Craven County, North Carolina",15664,6578,9086,37049,47985,38039,7825,44473,6620,82512,14445,81,103,stable,57,73,103451,0,0
NC,"Cumberland County, North Carolina",54949,22453,32496,37051,44171,115293,19292,143351,18868,258644,38160,73.3,202,stable,56.6,154,323838,0,0
NC,"Currituck County, North Carolina",2497,1018,1479,37053,60600,9858,2142,10360,1831,20218,3973,78.6,22,falling,70.8,18,25263,0,1
NC,"Dare County, North Carolina",2885,1204,1681,37055,54496,13604,3436,14946,2720,28550,6156,66.3,31,stable,41.8,18,35663,0,0
NC,"Davidson County, North Carolina",25655,11254,14401,37057,43363,67953,11300,72487,10369,140440,21669,83.9,170,stable,61.3,122,164622,0,0
NC,"Davie County, North Carolina",5210,2384,2826,37059,51527,17033,2985,18774,2265,35807,5250,81.6,47,stable,48.3,27,41753,0,0
NC,"Duplin County, North Carolina",15606,7197,8409,37061,35035,21885,6997,24085,5858,45970,12855,62,45,stable,48,34,59159,0,0
NC,"Durham County, North Carolina",49835,23570,26265,37063,52503,110556,23537,130140,19125,240696,42662,61.1,147,stable,46.6,110,300952,0,0
NC,"Edgecombe County, North Carolina",14210,6021,8189,37065,32659,20437,4951,24507,4335,44944,9286,65.8,47,stable,53.5,38,54150,0,0
NC,"Forsyth County, North Carolina",69100,30558,38542,37067,45471,142855,27087,164825,23837,307680,50924,70.9,277,stable,52.9,206,369019,0,0
NC,"Franklin County, North Carolina",9603,4247,5356,37069,42685,25114,5007,26451,4666,51565,9673,76.3,53,stable,58.9,40,63710,0,0
NC,"Gaston County, North Carolina",36027,15570,20457,37071,42429,83675,16824,91558,15628,175233,32452,87.2,211,stable,63.1,150,213442,0,0
NC,"Gates County, North Carolina",1651,683,968,37073,49258,5023,707,5360,536,10383,1243,51.8,8,stable,56,9,11431,0,0
NC,"Graham County, North Carolina",1884,867,1017,37075,34805,3237,970,3518,861,6755,1831,48.8,7,stable,35.3,5,8616,0,0
NC,"Granville County, North Carolina",8943,4172,4771,37077,50225,22929,3950,25312,2850,48241,6800,82.3,56,stable,52.5,35,58674,0,0
NC,"Greene County, North Carolina",4962,2049,2913,37079,35777,7809,1790,8255,1427,16064,3217,70.2,17,stable,56.9,13,21134,0,0
NC,"Guilford County, North Carolina",86808,37328,49480,37081,45651,200451,37996,230196,34220,430647,72216,70.3,367,stable,48.3,251,517600,0,0
NC,"Halifax County, North Carolina",13660,6086,7574,37083,32245,20409,4057,24473,3054,44882,7111,68.9,51,stable,52.4,39,52456,0,0
NC,"Harnett County, North Carolina",22094,9986,12108,37085,46353,47081,8855,53827,8332,100908,17187,86.3,93,stable,60.2,63,128140,0,0
NC,"Haywood County, North Carolina",10056,4642,5414,37087,42257,23777,4670,26178,4045,49955,8715,70.2,67,stable,47.7,46,59868,0,0
NC,"Henderson County, North Carolina",14984,7217,7767,37089,46448,43911,8840,48683,7206,92594,16046,59.9,109,stable,43.5,80,112655,0,0
NC,"Hertford County, North Carolina",5475,2134,3341,37091,33008,8458,1524,10779,1411,19237,2935,68.3,22,stable,48.4,16,24184,0,0
NC,"Hoke County, North Carolina",11047,4612,6435,37093,41542,18294,3161,21943,3481,40237,6642,96.9,34,stable,75.3,24,52671,0,0
NC,"Hyde County, North Carolina",890,278,612,37095,42897,1997,458,2152,420,4149,878,83.6,6,stable,54.9,4,5526,0,0
NC,"Iredell County, North Carolina",22803,9533,13270,37097,52306,69972,10617,72976,10314,142948,20931,73.9,131,stable,52.2,92,169866,0,0
NC,"Jackson County, North Carolina",8139,3911,4228,37099,38015,16388,3487,17794,2816,34182,6303,64.9,33,stable,50.1,25,41265,0,0
NC,"Johnston County, North Carolina",27086,12599,14487,37101,50512,72358,14182,77916,12270,150274,26452,70.1,116,stable,58.4,94,185660,0,0
